tweet_id,sentiment,num_urls,num_pings,num_tags,#!,#?,#...,Upper/Lower ratio,num_words,avg_word_len
1956985758,8,0,1,0,0,0,0,0.06521739130434782,21,4.571428571428571
1956985764,6,0,1,0,0,1,1,0.021739130434782608,10,4.5
1956985973,4,0,0,0,0,0,0,0.012987012987012988,18,4.277777777777778
1956986211,6,0,2,0,0,0,0,0.011627906976744186,26,3.269230769230769
1956986359,8,0,0,0,0,0,3,0.010526315789473684,21,4.476190476190476
1956986767,6,0,1,0,0,0,0,0.2,13,4.076923076923077
1956987381,8,0,0,0,0,0,0,0.031746031746031744,14,4.5
1956987600,0,0,0,0,1,0,0,0.009259259259259259,27,3.962962962962963
1956987828,8,0,2,0,0,0,0,0.013333333333333334,21,3.5238095238095237
1956987904,8,0,0,0,0,0,1,0.08,13,4.0
1956987950,8,0,0,0,0,0,1,0.031578947368421054,29,3.310344827586207
1956988145,4,0,1,0,0,1,0,0.043478260869565216,4,5.5
1956988218,4,0,0,0,0,1,0,0.05660377358490566,24,4.583333333333333
1956988223,8,0,0,0,1,0,0,0.046875,14,4.642857142857143
1956988477,4,0,1,0,0,0,0,0.08333333333333333,8,3.125
1956989093,3,0,1,0,2,0,0,0.13333333333333333,23,3.608695652173913
1956989514,6,0,1,0,0,0,1,0.03333333333333333,9,3.2222222222222223
1956989526,6,0,0,0,0,0,0,0.030303030303030304,10,3.7
1956989560,6,1,0,0,3,0,0,0.02564102564102564,11,3.4545454545454546
1956989561,4,0,0,0,0,0,0,0.23076923076923078,1,14.0
1956989601,0,0,0,0,0,0,1,0.10810810810810811,20,4.0
1956989914,8,0,1,0,1,0,0,0.046511627906976744,24,3.6666666666666665
1956990288,0,0,1,0,0,0,1,0.6363636363636364,4,4.0
1956990413,4,0,0,0,0,1,0,0.10526315789473684,6,3.1666666666666665
1956990568,6,0,0,0,2,0,0,0.047058823529411764,21,4.142857142857143
1956990729,8,0,0,0,1,0,0,0.12,8,3.25
1956991009,0,0,1,0,0,0,0,0.15384615384615385,3,4.333333333333333
1956991673,6,0,1,0,0,0,1,0.12121212121212122,19,3.789473684210526
1956991704,0,0,1,0,1,0,0,1.0666666666666667,15,4.0
1956991723,8,0,0,0,6,0,0,0.030303030303030304,8,4.0
1956992030,6,0,0,0,1,0,2,0.038461538461538464,28,3.7857142857142856
1956992144,8,0,0,0,0,0,0,0.017543859649122806,18,3.111111111111111
1956992349,4,0,1,0,0,1,1,0.15,5,4.2
1956993007,4,0,0,0,0,0,0,0.1,3,3.0
1956993080,4,1,0,0,2,0,0,0.030303030303030304,5,6.4
1956993206,4,0,1,0,0,0,0,0.057692307692307696,13,4.153846153846154
1956994067,4,0,1,0,0,0,0,0.11764705882352941,11,3.272727272727273
1956995196,6,0,1,0,4,0,0,0.043010752688172046,24,3.9583333333333335
1956995505,4,0,0,0,0,0,0,0.03278688524590164,17,3.588235294117647
1956995679,4,0,0,0,0,0,0,0.16666666666666666,7,3.7142857142857144
1956995762,6,0,1,0,0,0,0,0.09090909090909091,5,4.6
1956995852,4,0,0,0,0,0,1,0.09090909090909091,12,3.8333333333333335
1956996081,0,0,1,0,6,0,0,0.05660377358490566,11,4.909090909090909
1956996385,3,0,1,0,0,0,1,0.04938271604938271,19,4.368421052631579
1956996470,8,0,1,0,0,1,0,0.17142857142857143,11,3.5454545454545454
1956996673,0,0,1,0,1,0,0,0.03571428571428571,1,27.0
1956996730,6,1,0,0,0,0,0,0.058823529411764705,9,4.111111111111111
1956996765,2,0,0,0,2,0,0,0.13978494623655913,25,4.2
1956996776,6,0,0,0,1,0,0,0.0625,9,3.5555555555555554
1956997143,4,0,1,0,0,0,0,0.12048192771084337,24,3.7916666666666665
1956997352,8,0,0,0,1,0,0,0.075,24,3.5
1956997619,4,0,1,0,0,0,0,0.021739130434782608,12,3.8333333333333335
1956998370,3,0,0,0,0,0,0,0.09375,18,3.8333333333333335
1956998532,6,0,0,0,0,0,2,0.075,11,3.727272727272727
1956998538,4,0,0,0,3,1,0,0.10588235294117647,26,3.6538461538461537
1956998698,4,0,1,0,0,0,1,0.16129032258064516,5,6.8
1956998704,6,0,0,0,0,0,0,0.0625,12,4.083333333333333
1957000040,6,0,0,0,0,0,0,0.06976744186046512,10,4.4
1957000077,4,0,0,0,0,0,0,0.14285714285714285,2,4.0
1957000152,4,0,1,0,0,0,0,0.07352941176470588,20,3.55
1957000290,8,0,0,0,0,0,0,0.07142857142857142,9,3.111111111111111
1957000314,4,1,1,0,1,0,0,0.23076923076923078,5,2.8
1957000336,6,0,1,0,0,0,0,0.03389830508474576,13,4.538461538461538
1957000372,4,0,0,0,0,1,0,0.024390243902439025,11,3.6363636363636362
1957000788,8,0,0,0,0,0,0,0.02631578947368421,16,4.75
1957001049,4,0,1,0,0,0,0,0.02631578947368421,10,3.7
1957001370,8,0,1,0,0,0,0,0.0625,4,3.75
1957001496,4,0,0,0,0,0,0,0.03333333333333333,7,4.285714285714286
1957001506,5,0,0,0,0,0,0,0.25,3,2.6666666666666665
1957001854,1,0,0,0,0,0,0,0.1388888888888889,9,4.333333333333333
1957001967,4,0,0,0,0,0,0,0.06896551724137931,6,4.833333333333333
1957002082,6,0,0,0,0,0,0,0.08571428571428572,9,4.0
1957002773,3,0,1,0,0,0,0,0.0392156862745098,14,3.642857142857143
1957002923,8,0,0,0,1,0,0,0.1111111111111111,8,3.5
1957003048,8,0,0,0,0,0,0,0.15151515151515152,21,3.5238095238095237
1957003356,8,0,0,0,0,0,0,0.053763440860215055,24,4.125
1957003440,8,0,0,0,0,0,4,0.06666666666666667,22,4.2727272727272725
1957003715,4,0,0,0,0,2,0,0.125,9,3.7777777777777777
1957004184,8,0,0,0,9,0,2,0.06060606060606061,10,3.3
1957004519,8,0,0,0,0,0,0,0.05319148936170213,26,3.923076923076923
1957004606,8,0,0,0,0,0,0,0.027777777777777776,8,4.375
1957004749,0,0,0,0,0,0,0,0.014084507042253521,20,3.65
1957005165,8,0,1,0,0,0,0,0.06666666666666667,4,3.5
1957005226,6,0,0,0,0,0,0,0.047619047619047616,10,4.2
1957005279,6,0,0,0,0,0,0,0.16666666666666666,4,3.0
1957005410,7,0,0,0,0,0,0,0.07407407407407407,16,3.75
1957005696,1,0,1,0,0,1,0,0.11428571428571428,11,3.3636363636363638
1957005713,6,0,1,0,0,0,0,0.03636363636363636,16,3.4375
1957005817,8,0,0,0,0,1,1,0.03614457831325301,18,4.666666666666667
1957006033,6,0,1,0,0,0,1,0.020833333333333332,11,4.2727272727272725
1957006074,4,0,0,0,0,0,0,0.034482758620689655,9,3.111111111111111
1957006098,8,0,0,0,1,0,1,0.07142857142857142,28,3.6785714285714284
1957006245,6,0,1,0,0,0,0,0.05747126436781609,24,3.7916666666666665
1957006307,8,1,0,0,0,0,2,0.038461538461538464,6,4.166666666666667
1957006547,6,0,0,0,0,0,0,0.011111111111111112,22,4.045454545454546
1957006674,6,0,0,0,0,0,2,0.011363636363636364,23,3.869565217391304
1957006725,4,0,1,0,0,0,0,1.0,7,3.4285714285714284
1957006830,4,0,1,0,3,3,1,0.3333333333333333,5,3.6
1957006947,8,0,1,0,0,0,0,0.031578947368421054,25,3.84
1957007167,4,0,0,0,0,0,0,0.034482758620689655,7,4.0
1957007268,1,0,1,0,3,1,0,0.1774193548387097,17,4.235294117647059
1957007357,6,0,0,0,1,0,0,0.125,8,4.25
1957007394,4,0,1,0,0,0,0,0.16,5,5.4
1957007437,1,0,1,0,0,1,0,0.05952380952380952,21,4.142857142857143
1957007633,6,0,0,0,0,0,0,0.06153846153846154,16,4.1875
1957007981,8,0,1,0,0,0,0,0.08333333333333333,4,2.75
1957008075,6,0,0,0,0,0,0,0.058823529411764705,12,4.333333333333333
1957008193,6,0,0,0,0,0,0,0.03571428571428571,9,3.0
1957008287,8,0,0,0,0,0,0,0.11392405063291139,18,4.777777777777778
1957008292,8,0,1,0,0,0,0,0.05172413793103448,14,4.285714285714286
1957008434,7,0,1,0,0,2,0,0.11764705882352941,10,3.6
1957008478,7,0,0,0,1,0,0,0.018867924528301886,14,3.7142857142857144
1957008498,6,0,0,0,0,0,1,0.09523809523809523,10,4.4
1957008766,7,0,0,0,0,0,0,0.04918032786885246,18,3.4444444444444446
1957008802,6,1,1,0,0,0,0,0.4583333333333333,23,3.652173913043478
1957008987,7,0,0,0,0,0,2,0.15,13,3.3846153846153846
1957009454,8,0,0,0,0,0,0,0.11538461538461539,15,3.7333333333333334
1957009666,0,0,1,0,0,0,0,0.04918032786885246,12,5.166666666666667
1957010072,8,0,0,0,0,0,0,0.03333333333333333,6,4.833333333333333
1957010329,1,0,2,0,0,0,0,0.04918032786885246,12,5.166666666666667
1957010415,8,0,0,0,3,0,0,0.7777777777777778,4,3.5
1957011291,6,0,1,0,0,0,0,0.1111111111111111,7,4.0
1957011738,8,0,0,1,0,0,2,0.0759493670886076,22,3.772727272727273
1957012476,6,0,1,0,0,0,0,0.03896103896103896,20,3.9
1957012535,6,0,1,0,0,0,0,0.0975609756097561,14,3.142857142857143
1957012769,6,0,0,0,0,0,0,0.07692307692307693,4,3.0
1957013149,4,0,1,0,2,0,0,0.015384615384615385,15,4.266666666666667
1957013166,0,0,1,0,0,0,1,0.018867924528301886,14,3.7142857142857144
1957013488,4,0,1,0,0,0,0,0.058823529411764705,6,2.6666666666666665
1957013697,4,0,1,0,0,0,0,0.044444444444444446,16,3.0
1957013723,0,0,0,0,3,0,0,0.015384615384615385,11,5.818181818181818
1957013804,3,0,1,0,0,0,0,0.06666666666666667,4,3.5
1957013885,6,0,1,0,0,0,0,0.06976744186046512,23,3.9130434782608696
1957013895,0,0,1,0,0,0,0,0.041666666666666664,5,4.6
1957013896,6,0,1,0,0,0,0,0.06060606060606061,9,3.6666666666666665
1957014267,6,0,1,0,0,0,0,0.0847457627118644,17,3.6470588235294117
1957014389,5,0,0,0,0,0,0,0.02830188679245283,27,3.962962962962963
1957014493,0,0,0,0,0,0,1,0.07142857142857142,7,4.0
1957014517,4,0,1,0,0,0,0,0.09722222222222222,18,4.277777777777778
1957014653,4,0,1,0,1,1,0,0.027777777777777776,8,4.375
1957014706,0,0,0,0,0,0,0,0.08823529411764706,19,3.789473684210526
1957015287,4,0,1,0,0,0,0,0.08333333333333333,3,3.6666666666666665
1957015475,4,0,0,0,0,1,0,0.07526881720430108,20,4.9
1957015719,8,0,0,0,0,0,0,0.025,11,3.5454545454545454
1957016086,7,0,0,0,0,0,1,0.039473684210526314,16,4.8125
1957016169,4,0,2,0,0,0,0,0.045454545454545456,6,3.5
1957016339,8,0,1,0,0,0,0,0.041237113402061855,24,4.125
1957016697,6,0,0,0,0,0,0,0.1,6,3.3333333333333335
1957016818,8,0,0,0,0,0,0,0.009345794392523364,29,3.6551724137931036
1957017164,6,0,1,0,0,0,1,0.09259259259259259,14,4.071428571428571
1957017177,8,0,0,0,0,0,0,0.16455696202531644,25,3.72
1957017320,8,0,1,0,0,0,0,0.05555555555555555,7,2.5714285714285716
1957017333,4,0,0,0,0,0,0,0.23076923076923078,20,3.9
1957017486,4,0,0,0,0,0,0,0.02040816326530612,14,3.4285714285714284
1957017522,2,0,0,0,0,0,0,0.0380952380952381,23,4.6521739130434785
1957017595,2,0,0,0,0,0,1,0.009708737864077669,24,4.25
1957017610,4,0,1,0,2,0,0,0.011904761904761904,18,4.611111111111111
1957018061,6,0,0,0,0,0,1,0.1111111111111111,6,3.1666666666666665
1957018162,8,0,0,0,0,0,0,0.017241379310344827,14,4.071428571428571
1957018678,6,0,1,0,0,0,1,0.06,11,4.636363636363637
1957019034,8,0,0,0,6,0,0,0.022727272727272728,12,3.5833333333333335
1957019121,4,0,1,0,0,0,0,0.05747126436781609,25,3.64
1957019458,4,0,0,1,0,0,1,0.06666666666666667,3,4.666666666666667
1957019556,6,0,0,0,0,0,0,0.013888888888888888,17,4.176470588235294
1957019715,8,0,0,0,0,0,0,0.020618556701030927,20,4.85
1957019766,6,0,1,0,0,0,1,0.07142857142857142,12,3.5833333333333335
1957020180,6,0,1,0,0,0,0,0.046875,18,3.611111111111111
1957020385,2,0,0,0,0,0,0,0.05714285714285714,20,3.9
1957020390,8,0,0,0,0,0,0,0.04,3,8.0
1957020593,4,0,0,0,0,0,0,0.10204081632653061,23,4.608695652173913
1957020624,8,0,0,0,0,0,0,0.2222222222222222,5,2.2
1957020702,2,0,0,0,0,0,0,0.18518518518518517,17,3.764705882352941
1957020861,4,0,0,0,0,0,1,0.0684931506849315,18,4.222222222222222
1957021039,8,0,1,0,0,0,0,0.03125,22,4.409090909090909
1957021224,4,0,1,0,0,0,0,0.3076923076923077,5,3.0
1957021305,6,0,0,0,0,0,0,0.06451612903225806,21,4.619047619047619
1957021321,7,0,1,0,0,0,0,0.11764705882352941,10,5.8
1957021486,0,0,0,0,0,0,2,0.02197802197802198,25,3.64
1957021631,4,0,0,0,0,0,1,0.13333333333333333,9,3.6666666666666665
1957022610,8,0,0,0,0,0,1,0.01,20,4.95
1957022799,7,0,1,0,1,0,0,0.038461538461538464,9,2.7777777777777777
1957023061,7,0,1,0,0,0,0,0.0847457627118644,18,3.4444444444444446
1957023133,8,0,0,0,0,0,1,0.041666666666666664,22,4.454545454545454
1957023263,0,0,0,0,5,0,0,0.04854368932038835,23,4.608695652173913
1957023739,0,0,0,0,1,0,4,0.24489795918367346,12,4.916666666666667
1957023842,4,0,0,0,2,0,0,0.0975609756097561,9,4.777777777777778
1957023917,4,0,1,0,0,0,0,0.09090909090909091,11,4.181818181818182
1957024334,8,1,1,0,0,0,0,0.025,17,4.705882352941177
1957025428,6,0,0,0,0,0,0,0.08196721311475409,17,3.764705882352941
1957026475,6,0,0,0,0,0,0,0.047619047619047616,10,4.2
1957027495,6,0,0,0,0,0,1,0.07228915662650602,20,4.35
1957027630,6,0,0,0,0,0,0,0.011764705882352941,18,4.666666666666667
1957027687,4,0,1,0,0,0,1,0.027777777777777776,11,3.1818181818181817
1957027841,6,0,1,0,0,1,1,0.02127659574468085,27,3.5185185185185186
1957028656,7,0,0,0,0,0,0,0.03571428571428571,8,3.375
1957028775,8,0,0,0,0,0,0,0.1111111111111111,11,4.363636363636363
1957028895,6,0,0,0,1,0,0,0.1,8,3.875
1957029111,6,0,2,0,0,0,2,0.034482758620689655,7,4.0
1957029634,7,0,0,0,0,0,0,0.041666666666666664,7,3.2857142857142856
1957029641,8,0,0,0,0,0,1,0.06666666666666667,17,3.6470588235294117
1957029899,4,0,1,0,0,0,1,0.08333333333333333,22,4.045454545454546
1957030196,8,0,0,0,0,0,0,0.03571428571428571,6,4.5
1957030545,6,0,0,0,0,0,0,0.09090909090909091,16,3.625
1957030596,4,0,1,0,0,0,0,0.02564102564102564,13,2.923076923076923
1957030622,0,0,1,0,0,0,0,0.038461538461538464,7,3.5714285714285716
1957030793,4,0,0,0,0,0,1,0.13333333333333333,5,3.4
1957031520,8,0,1,0,0,0,0,0.2,17,3.411764705882353
1957031859,1,0,1,0,1,0,0,0.08045977011494253,25,3.68
1957032014,4,0,0,0,0,0,0,0.10144927536231885,15,4.933333333333334
1957032051,4,0,1,0,0,0,0,0.043478260869565216,6,3.6666666666666665
1957032114,7,0,1,0,0,0,0,0.1111111111111111,3,2.6666666666666665
1957032127,4,0,1,0,0,0,0,0.011363636363636364,20,4.35
1957032228,6,0,1,0,0,0,0,0.037037037037037035,8,3.375
1957032539,8,0,0,0,0,0,0,0.0958904109589041,28,3.0
1957033043,2,0,1,0,10,0,0,0.03225806451612903,9,3.3333333333333335
1957033103,8,0,0,0,0,0,0,0.05660377358490566,12,4.5
1957033219,4,0,0,0,0,0,2,0.034482758620689655,22,4.0
1957033558,8,0,0,0,2,0,0,0.04950495049504951,27,3.8518518518518516
1957033776,6,0,0,0,0,0,0,0.06896551724137931,14,4.285714285714286
1957033815,4,0,1,0,0,0,0,16.0,8,2.25
1957033874,0,0,0,0,0,0,0,0.06451612903225806,19,3.3684210526315788
1957033901,8,0,0,0,1,0,0,0.01282051282051282,17,4.529411764705882
1957034202,6,1,0,0,0,0,0,0.1111111111111111,13,4.461538461538462
1957034289,0,0,0,0,5,0,1,0.013888888888888888,19,3.736842105263158
1957034434,4,0,0,0,0,0,0,0.04081632653061224,25,4.0
1957034566,6,0,1,0,0,0,1,0.15555555555555556,16,3.1875
1957034940,4,0,1,0,0,0,0,0.16666666666666666,2,2.5
1957034983,4,0,1,0,0,0,0,0.058823529411764705,7,4.857142857142857
1957035419,4,0,1,0,0,2,0,0.011764705882352941,22,3.8181818181818183
1957035564,2,0,0,0,0,0,0,0.08108108108108109,21,3.7142857142857144
1957035950,0,0,1,0,0,0,0,0.038461538461538464,6,4.166666666666667
1957036183,4,0,1,0,0,0,0,0.04918032786885246,14,4.428571428571429
1957037405,4,0,1,0,0,0,0,0.041666666666666664,5,4.6
1957037860,5,0,0,0,0,0,0,0.08235294117647059,22,4.090909090909091
1957038324,6,0,0,0,0,0,0,0.05,5,3.8
1957038398,6,0,0,0,0,0,0,0.2,10,4.0
1957038470,0,0,1,0,1,0,1,0.031914893617021274,27,3.6296296296296298
1957038475,4,0,0,0,0,0,0,0.1111111111111111,4,4.5
1957038477,8,0,0,0,3,0,0,0.15384615384615385,17,3.411764705882353
1957038763,8,0,0,0,1,0,0,0.012658227848101266,20,3.9
1957038970,8,0,0,0,0,0,1,0.17647058823529413,6,3.0
1957039203,8,0,0,0,0,0,0,0.03260869565217391,21,4.428571428571429
1957039456,6,0,0,0,0,0,0,0.03125,7,4.428571428571429
1957039841,4,0,1,0,0,1,0,0.0196078431372549,12,4.166666666666667
1957039894,6,0,0,0,0,0,1,0.03508771929824561,18,3.2777777777777777
1957039922,6,0,0,0,0,0,0,0.12,7,3.7142857142857144
1957039947,8,0,1,0,0,1,0,0.034482758620689655,7,4.0
1957040172,6,0,0,0,0,0,0,0.2911392405063291,30,3.466666666666667
1957040395,6,0,0,0,0,0,0,0.08450704225352113,21,3.5714285714285716
1957040988,6,0,0,0,1,0,0,0.012658227848101266,21,3.7142857142857144
1957041569,8,0,0,0,1,0,1,0.09375,7,4.714285714285714
1957041648,4,0,1,0,0,0,2,0.01282051282051282,16,4.875
1957041745,6,0,0,0,0,0,0,0.125,5,5.0
1957041767,6,0,0,0,0,0,0,0.12903225806451613,9,3.6666666666666665
1957041812,0,0,1,0,1,0,0,0.06896551724137931,23,3.9565217391304346
1957041856,8,0,1,0,0,0,2,0.15384615384615385,12,3.5833333333333335
1957042008,8,0,0,0,0,0,1,0.05,20,4.1
1957042316,6,0,1,0,0,1,0,0.0625,13,3.769230769230769
1957042474,8,0,0,0,2,2,0,0.031746031746031744,14,4.5
1957042509,8,0,1,0,0,0,0,0.07407407407407407,6,4.5
1957042579,6,0,0,0,0,0,2,0.09090909090909091,10,3.4
1957042734,6,0,0,0,0,0,0,1.0,1,1.0
1957042799,4,0,0,0,0,0,0,42.0,8,5.125
1957042862,4,0,0,0,0,0,0,0.037037037037037035,7,3.7142857142857144
1957043226,6,0,0,0,0,0,0,0.1,8,5.25
1957043241,6,0,0,0,0,0,0,0.3684210526315789,7,3.4285714285714284
1957044366,4,0,0,0,0,0,0,0.03225806451612903,9,3.3333333333333335
1957044680,8,0,0,0,0,0,0,0.03571428571428571,8,3.375
1957044694,8,0,1,0,2,0,1,0.11320754716981132,16,3.5625
1957044783,4,0,0,0,0,1,0,0.125,5,5.0
1957044789,8,0,1,0,0,1,0,0.1111111111111111,2,4.0
1957044935,0,0,0,0,0,0,1,0.017543859649122806,14,4.0
1957045395,6,0,0,0,0,0,0,0.17857142857142858,8,3.875
1957045641,4,0,1,0,0,0,0,0.23529411764705882,7,2.7142857142857144
1957045692,2,0,0,0,1,0,0,0.02631578947368421,6,6.166666666666667
1957045940,8,0,1,0,0,0,0,0.058823529411764705,9,3.7777777777777777
1957046053,4,0,1,0,2,2,0,0.07936507936507936,12,5.5
1957046090,8,0,0,0,0,0,1,0.0684931506849315,21,3.6666666666666665
1957046631,8,0,0,0,0,0,0,0.04081632653061224,14,3.5
1957046815,4,0,0,0,0,0,0,0.125,6,1.6666666666666667
1957047408,4,0,1,0,0,0,0,0.05660377358490566,14,3.857142857142857
1957047569,8,0,0,0,0,0,0,0.031914893617021274,22,4.318181818181818
1957047571,6,0,0,0,0,0,0,0.09523809523809523,15,4.466666666666667
1957047787,8,0,0,0,0,0,0,0.023809523809523808,20,4.2
1957047828,8,0,0,0,0,0,0,0.04878048780487805,10,4.1
1957048027,6,0,0,0,0,0,0,0.16666666666666666,6,3.1666666666666665
1957048703,0,0,1,0,0,2,1,0.016666666666666666,14,4.214285714285714
1957048870,8,0,0,0,0,0,0,0.12,7,3.7142857142857144
1957049167,6,0,0,0,0,0,0,0.061855670103092786,24,4.208333333333333
1957050633,0,0,0,0,1,0,1,106.0,26,4.115384615384615
1957050684,8,0,0,0,0,0,0,0.05555555555555555,10,3.6
1957050747,6,0,1,0,0,0,0,0.21428571428571427,5,3.0
1957050890,6,0,1,0,1,1,0,0.14102564102564102,28,3.107142857142857
1957051517,6,0,1,0,1,0,1,0.010752688172043012,23,4.0
1957052167,4,0,1,0,1,0,0,0.019230769230769232,16,3.25
1957052211,4,0,0,0,0,0,0,0.11904761904761904,25,3.68
1957052409,8,0,0,0,1,0,0,0.07142857142857142,11,3.909090909090909
1957052932,6,0,0,0,0,0,0,0.03125,8,3.875
1957053170,8,0,0,0,0,0,2,0.02040816326530612,9,5.333333333333333
1957053247,4,0,0,0,0,0,0,0.06818181818181818,9,5.0
1957053338,7,0,1,0,1,0,0,0.031914893617021274,25,3.8
1957053409,5,0,0,0,0,0,1,0.045454545454545456,5,4.2
1957053566,6,0,2,0,0,0,0,0.10416666666666667,16,3.1875
1957055178,8,0,0,0,0,0,1,0.05,16,3.8125
1957055396,4,0,0,0,0,0,0,0.022222222222222223,8,5.5
1957055530,0,0,0,0,1,0,1,0.031578947368421054,25,3.84
